URL,PDF_NM,UUID
https://academic.oup.com/endo/article/151/9/4146/2456838,endo4146.pdf,4e911b71-497e-470a-869a-8e3f38755d91
https://academic.oup.com/genetics/advance-article/doi/10.1093/genetics/iyab093/6298595,iyab093.pdf,b9e7a5f7-28a9-4fc2-9962-ad3420f5ec8c
https://academic.oup.com/genetics/article/219/1/iyab093/6298595,iyab093.pdf,b9e7a5f7-28a9-4fc2-9962-ad3420f5ec8c
https://advances.sciencemag.org/content/6/26/eaaz9805,sciadv.aaz9805.pdf,6980a381-979a-45f2-97f4-58455a1d2e1e
https://elifesciences.org/articles/24603,elife-24603-v2.pdf,3b153769-d307-44e8-a70a-ab867764cb08
https://elifesciences.org/articles/46595,elife-46595-v2.pdf,c78669b0-f688-4f97-bf1f-bd59a4823a83
https://elifesciences.org/articles/55745,elife-55745-v2.pdf,7bf124c2-b962-4758-bcda-e99fbfb7b4c3
https://elifesciences.org/articles/83884,elife-83884-v1.pdf,f4f3bfe3-a2d4-47a8-b0a2-be44986998c9
https://elifesciences.org/articles/92900,elife-92900-v1.pdf,4ace72bd-f30b-4b9d-a1f6-173f93012092
https://jcs.biologists.org/content/131/22/jcs217992,jcs217992.pdf,d8b27936-e869-48cd-a18b-ec7dde5d0d2a
https://jcs.biologists.org/content/joces/130/24/4155.full.pdf,jcs211102.pdf,2f251729-f3bf-4470-b96f-120c3b59707d
https://journals.biologists.com/jcs/article/114/24/4543/35724/Regulation-of-Golgi-structure-and-function-by-ARF,4543.pdf,81f1b399-5788-4d2f-9098-07a5d3bbb1c4
https://journals.biologists.com/jcs/article/123/8/1262/31619/Phosphatidylinositol-and-phosphatidylcholine,1262.pdf,0a68a0e9-7b70-496f-92a9-ffe9d791592f
https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3001051,journal.pbio.3001051.pdf,2196f8f1-8de1-45f4-8016-8acd1b9de070
https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3001431,journal.pbio.3001431.pdf,bffe21a0-aa1b-42d0-914e-0d9a4e846732
https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009602,journal.pgen.1009602.pdf,b8446a0f-4a09-4122-91a0-abd7ff96b699
https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1009736,journal.pgen.1009736.pdf,45c1078c-0609-486b-adeb-507134517c35
https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1011078,journal.pgen.1011078.pdf,88fd1d91-6224-46dc-8d4f-5acdd7dc78dd
https://journals.sagepub.com/doi/10.1177/25152564211034424,david-et-al-2021-the-fast-and-the-furious-golgi-contact-sites.pdf,12fb27f1-69bf-4ebd-bc18-602a4733a0f4
https://link.springer.com/article/10.1007/s00125-021-05552-x,Burden-2021-The-crebrf-diabetes-protective-rs-a.pdf,f03f3304-3290-478a-9602-cace8b4b84ea
https://micropublication.org/journals/biology/micropub-biology-001021,0.17912_micropub.biology.001021.pdf,367b3059-41e0-4f96-bee9-7f71ec12f8c7
https://onlinelibrary.wiley.com/doi/10.1111/acel.13558,Aging Cell - 2022 - Ward - Aging alters the metabolic flux signature of the ER‐unfolded protein response in vivo in mice.pdf,bcfc5d45-729f-4b1d-a902-9b9c815efe86
