URL,PDF_NM,UUID
https://academic.oup.com/ismej/advance-article/doi/10.1093/ismejo/wrae034/7624067,wrae034.pdf,12f7d259-5291-4b02-86ac-c01c69f9071c
https://academic.oup.com/lifemeta/article/3/3/load051/7502502?login=false,load051.pdf,b34ebdf5-1cac-4387-96ec-fbf59c8acb47
https://elifesciences.org/download/aHR0cHM6Ly9jZG4uZWxpZmVzY2llbmNlcy5vcmcvYXJ0aWNsZXMvODQzNzkvZWxpZmUtODQzNzktdjEucGRmP2Nhbm9uaWNhbFVyaT1odHRwczovL2VsaWZlc2NpZW5jZXMub3JnL2FydGljbGVzLzg0Mzc5/elife-84379-v1.pdf?_hash=QK%2FfE2p2VhhlQsnAh%2F9nVTqtGKi74WlTzu5iDfJ9%2BRQ%3D,elife-84379-v1.pdf,eb4c2f25-fd06-44e2-9507-daab0dadd89f
https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0165980,file5656.pdf,a536b236-5090-4bb5-83b5-28b3d97a4699
https://onlinelibrary.wiley.com/doi/10.1111/acel.14104,Aging Cell - 2024 - Hamsanathan - A molecular index for biological age identified from the metabolome and.pdf,2e7efe29-1372-4987-bce2-7add714d7149
https://pubmed.ncbi.nlm.nih.gov/36130518/,PIIS2211124722012165.pdf,3f09308b-200d-48ed-ace3-5d61b0a5556d
https://www.biorxiv.org/content/10.1101/2021.08.28.458030v1.full.pdf,2021.08.28.458030v1.full.pdf,082b5166-dddf-4e23-94ec-3fec4601d74e
https://www.biorxiv.org/content/10.1101/2023.06.06.543780v1.full.pdf,2023.06.06.543780v1.full.pdf,0e8319df-26c9-4f51-8278-e4d974365da4
https://www.biorxiv.org/content/10.1101/2023.11.20.567954v1.full.pdf,2023.11.20.567954v1.full.pdf,59152d1d-2eca-4745-bee9-5f15d59fd78c
https://www.biorxiv.org/content/10.1101/2023.12.31.573774v1.full.pdf,2023.12.31.573774v1.full.pdf,9eee5ddf-d7ae-41aa-9ee1-59c2b2a1fb3d
https://www.biorxiv.org/content/10.1101/2024.01.10.574986v1.full.pdf,2024.01.10.574986v1.full.pdf,1e96537a-44a0-4c8e-905b-737bf26507fe
https://www.biorxiv.org/content/10.1101/2024.03.21.582105v1.full.pdf,2024.03.21.582105v1.full.pdf,285c50dc-d87f-454f-92cb-f56badca2cc6
https://www.cell.com/cell-metabolism/fulltext/S1550-4131(24)00087-1?rss=yes&amp;utm_source=dlvr.it&amp;utm_medium=twitter,PIIS1550413124000871.pdf,8eb85396-7d75-40fa-8e9f-5acfdb7a2d1e
https://www.cell.com/cell-systems/fulltext/S2405-4712(22)00497-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405471222004975%3Fshowall%3Dtrue#.Y_HNmGYg5aU.twitter,PIIS2405471222004975.pdf,c14703e5-a7dc-4a1a-9b87-b6da5f1895fd
https://www.cell.com/current-biology/fulltext/S0960-9822(21)01122-2,PIIS0960982221011222.pdf,ae1cedf0-f316-44f0-af0f-a0d18460a571
https://www.cell.com/trends/endocrinology-metabolism/fulltext/S1043-2760%2824%2900027-4,PIIS1043276024000274.pdf,977f9551-2aaa-499c-9490-fdba53744181
https://www.mdpi.com/1422-0067/23/4/2146,ijms-23-02146-v2.pdf,1c219485-6bdf-40f4-8252-e65d8a9c2d3f
https://www.nature.com/articles/s41392-021-00774-2,s41392-021-00774-2.pdf,bfd62403-3344-4d57-b401-51cbf2d98dfc
https://www.nature.com/articles/s41419-020-02929-5,s41419-020-02929-5.pdf,4bc2bfb4-2b6a-428a-acee-49afa573d5ee
https://www.nature.com/articles/s41467-021-24995-9,s41467-021-24995-9.pdf,8b1b4a20-cb37-4b25-b9b3-ea5c43469512
https://www.nature.com/articles/s41467-021-26310-y,s41467-021-26310-y.pdf,d69ce174-9bb6-4652-bc9f-1988e05118b3
https://www.nature.com/articles/s41467-022-33509-0,s41467-022-33509-0.pdf,5df7bcda-1dab-4330-ab81-9600ae6b3dcb
https://www.nature.com/articles/s41467-023-36040-y,s41467-023-36040-y.pdf,a243d48f-cb0d-44aa-b634-a598779b5259
https://www.nature.com/articles/s41467-024-48386-y,s41467-024-48386-y.pdf,06db55f8-afdc-465d-a108-0def565b9b77
https://www.nature.com/articles/s41477-022-01156-4,s41477-022-01156-4.pdf,6b0d5b91-b016-4828-a1ff-319f169c659e
https://www.nature.com/articles/s41556-022-00883-2,s41556-022-00883-2.pdf,73af5cea-377a-4e13-be13-0a5b0e011118
https://www.nature.com/articles/s41556-023-01117-9,s41556-023-01117-9.pdf,b642424f-e612-4a85-a277-67fa1acf5266
https://www.nature.com/articles/s41556-023-01280-z,s41556-023-01280-z.pdf,cc4ca586-2e48-40b8-aa83-6ac06e5d5a09
https://www.nature.com/articles/s41586-022-04488-5,s41586-022-04488-5.pdf,3a1ed8e0-c76b-4297-bb87-0fcadbf25902
https://www.nature.com/articles/s41586-022-04729-7,s41586-022-04729-7.pdf,b3a4c2e7-786b-4e16-9e43-9112f8c6c9f5
https://www.nature.com/articles/s41588-024-01827-2,s41588-024-01827-2.pdf,5a39422b-e818-4752-ad16-b0dadfebda3f
https://www.nature.com/articles/s41598-020-74606-8,s41598-020-74606-8.pdf,8ff96d37-c740-4d76-948a-c2256541346b
https://www.nature.com/articles/s42255-019-0118-8,s42255-019-0118-8.pdf,9be576b4-53e1-4e65-bd5a-048af2032d0a
https://www.nature.com/articles/s42255-020-00285-4,s42255-020-00285-4.pdf,68b9086e-03f8-4043-8add-8b9333ce8131
https://www.nature.com/articles/s42255-023-00817-8,s42255-023-00817-8.pdf,003f9b71-df45-4144-8616-3995429656d4
https://www.nature.com/articles/s42255-024-00996-y,s42255-024-00996-y.pdf,a0b2aac1-be68-482b-8d90-2ff7611eda10
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6192518/,nihms-991992.pdf,ca9380f4-9ac0-4565-84cf-092e177875c3
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6918159/,metabolites-09-00266.pdf,39c9dde5-8e5f-4404-a40d-4c6c76e4488b
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7213980/,elife-56186.pdf,9eba8f17-9307-4b50-a570-049766b09235
