URL,PDF_NM,UUID
https://link.springer.com/chapter/10.1007/b95719,b95719.pdf,46a96d10-f0a8-4ef9-b14a-131eae7ae24a
https://onlinelibrary.wiley.com/doi/full/10.1111/eci.14138,Eur J Clin Investigation - 2023 - Zimmermann - Metabolic control of mitophagy.pdf,519548d6-52f9-4d2d-af26-ba8563b157a8
https://pubmed.ncbi.nlm.nih.gov/23703836/,finding_the_balance__the_role.4.pdf,3a12fd37-0ca9-4311-ad97-15d7f3e22be2
https://pubmed.ncbi.nlm.nih.gov/34889504/,Guo-2022-Mitophagy-in-aging-and-longevity.pdf,37be60f9-c9e6-4823-ac9b-88b15b0d19aa
https://rupress.org/jcb/article/219/8/e202003131/151918/Phospholipid-ebb-and-flow-makes-mitochondria,Acoba-2020-Phospholipid-ebb-and-flow-makes-mit.pdf,94822423-a83b-4f72-8072-20847878b5be
https://www.biorxiv.org/content/10.1101/2024.07.16.603730v1.full.pdf,2024.07.16.603730v1.full.pdf,426d5660-8d6f-444b-a3f0-4a9f93834a05
https://www.biorxiv.org/content/biorxiv/early/2021/07/14/2021.07.13.452156.full.pdf,2021.07.13.452156.full.pdf,71398cf5-5160-4519-83cb-0541469b7c1d
https://www.cell.com/cell-reports/pdf/S2211-1247(20)31642-9.pdf,PIIS2211124720316429.pdf,10c14412-fcd8-4155-9fbd-7784f3572637
https://www.cell.com/cell/fulltext/S0092-8674(24)00463-X?dgcid=raven_jbs_etoc_email,Suomalainen-2024-Mitochondria-at-the-crossroads-of-h.pdf,31f09ddb-7735-412c-bab6-425816b65990
https://www.cell.com/developmental-cell/fulltext/S1534-5807%2824%2900295-8,Kelly-2024-Suppressed-basal-mitophagy-drives-c.pdf,c7c55877-1d9e-451b-bc8a-0c893b398242
https://www.cell.com/iscience/pdf/S2589-0042(24)00410-3.pdf,PIIS2589004224004103.pdf,1713d10c-95c0-452a-96de-8c560a90fe84
https://www.jbc.org/article/S0021-9258(22)01288-1/fulltext,Yao-2023-Targeting-peroxisomal-fatty-acid-ox.pdf,3505fcee-3796-4d35-8fd7-44c0be2cf9ea
https://www.nature.com/articles/s41467-023-35899-1,Wu-2023-The-metabolite-alpha-ketobutyrate-e.pdf,fefada06-5142-42b6-bc43-575ed1073b11
https://www.nature.com/articles/s41467-024-50973-y.epdf?sharing_token=vc-yfZbJ7Pz6JJZbe0IcotRgN0jAjWel9jnR3ZoTv0OYZgPaFhVGF1rL-S_FbwYOUPjuOxFLdn1dBw8CJHR0LFIjBRSbcnDgwZrgNhTZT-GlUHeMRBwmgURZ0vf6VcOVZmQthVxJ2pNaeC0JLq6Br-t1WCYq7ijZVLS-RU1keak%3D,Cornell_et_al-2024-Nature_Communications.pdf,d1bc6cdd-acac-4276-99f3-2bca8c9a852a
https://www.nature.com/articles/s41556-024-01410-1,Granath-panelo-2024-Mitochondrial-heterogeneity-and-ada.pdf,57b10150-8e44-47e7-bc52-5256de7c8ebd
"https://www.nature.com/articles/s43587-023-00524-9#:~:text=In%20summary%2C%20our%20findings%20provide,health%20in%20MIC%2Dinduced%20longevity",Chamoli-2023-A-drug-like-molecule-engages-nuclea.pdf,742791e6-3c16-4d16-905f-2f311189ee68
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3867496/,Jovaisaite-2014-The-mitochondrial-unfolded-protein-.pdf,ef300c95-dcad-4b44-bc6a-866f486bf8cd
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4657118/,WJBC-6-301.pdf,44f2f1d1-f473-4a35-bced-516ae554aed4
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5009247/,Schuler-2016-Phosphatidylcholine-affects-inner-m.pdf,f755db71-96a4-4ebd-83e0-720bdfba2f3b
https://www.sciencedirect.com/science/article/pii/S0005273699001133,1-s2.0-S0005273699001133-main.pdf,ddb85be3-8ae8-4e13-90db-2fc3cdd837ea
https://www.sciencedirect.com/science/article/pii/S2211124724003243,1-s2.0-S2211124724003243-main.pdf,43d87f7d-82f9-4541-aaa5-4f4fa8834b7c
https://www.sciencedirect.com/science/article/pii/S2590279222000037,1-s2.0-S2590279222000037-main.pdf,48e7337a-a909-484d-9d57-a92658f24448
